order_id,customer_id,order_date,product_id,quantity,price,order_status,shipping_address,city,country,payment_method,discount,category,sales_rep,region,ship_date,delivery_days,returned,gender
1360,C050,2025-12-10,P117,9,34.63,Returned,"852 Main St, City20",City7,UK,PayPal,3.15,Electronics,SR01,North,2025-12-15,9,No,Other
1361,C082,2025-12-09,P109,5,59.1,Pending,"132 Main St, City19",City18,France,Cash,10.81,Electronics,SR05,North,2026-01-01,1,Yes,Female
1362,C014,2025-12-03,P127,7,21.17,Returned,"432 Main St, City18",City15,UK,Cash,16.35,Sports,SR18,North,2025-12-31,10,Yes,Male
1363,C179,2025-12-15,P106,8,33.79,Returned,"808 Main St, City9",City20,India,PayPal,17.22,Toys,SR09,East,2025-12-27,3,No,Female
1364,C117,2025-12-16,P101,2,49.62,Cancelled,"153 Main St, City18",City19,Australia,PayPal,5.65,Books,SR20,South,2026-01-03,2,No,Other
1365,C028,2025-12-11,P135,2,80.06,Returned,"456 Main St, City1",City11,Germany,PayPal,12.42,Toys,SR06,West,2025-12-26,2,No,Male
1366,C178,2025-12-19,P127,7,58.44,Cancelled,"458 Main St, City16",City18,India,PayPal,13.25,Electronics,SR19,West,2025-12-09,10,No,Female
1367,C143,2025-12-04,P128,3,33.56,Returned,"393 Main St, City15",City16,USA,Gift Card,6.55,Sports,SR02,North,2025-12-15,3,Yes,Male
1368,C170,2025-12-05,P128,9,31.97,Returned,"989 Main St, City8",City7,Canada,Cash,5.99,Sports,SR10,West,2025-12-24,2,Yes,Other
1369,C131,2025-12-13,P108,5,9.98,Shipped,"419 Main St, City11",City10,France,Cash,2.19,Books,SR01,South,2025-12-29,10,No,Other
1370,C082,2025-12-23,P124,7,40.62,Pending,"696 Main St, City5",City9,Germany,PayPal,3.76,Home,SR12,West,2025-12-11,5,Yes,Male
1371,C003,2025-12-03,P141,1,17.81,Returned,"530 Main St, City17",City5,India,Credit Card,2.74,Home,SR15,West,2025-12-13,8,No,Other
1372,C116,2025-12-13,P122,4,21.83,Shipped,"320 Main St, City17",City7,Australia,PayPal,14.24,Books,SR14,East,2025-12-04,1,No,Other
1373,C095,2025-12-04,P137,8,96.32,Shipped,"429 Main St, City11",City3,Canada,Cash,9.3,Electronics,SR17,North,2025-12-17,8,Yes,Other
1374,C163,2025-12-18,P137,5,62.84,Cancelled,"211 Main St, City4",City18,USA,Gift Card,9.08,Home,SR19,East,2025-12-28,6,No,Female
1375,C043,2025-12-02,P144,10,75.93,Cancelled,"311 Main St, City18",City3,Germany,PayPal,11.46,Sports,SR10,North,2025-12-20,8,Yes,Male
1376,C130,2025-12-03,P117,5,16.71,Cancelled,"179 Main St, City12",City11,USA,Credit Card,12.08,Toys,SR05,West,2025-12-25,3,No,Other
1377,C061,2025-12-16,P111,9,86.74,Cancelled,"582 Main St, City15",City15,France,PayPal,16.75,Home,SR13,South,2025-12-30,3,Yes,Other
1378,C188,2025-12-27,P122,1,65.65,Shipped,"819 Main St, City19",City17,Germany,Gift Card,9.52,Home,SR18,South,2025-12-26,7,No,Female
1379,C038,2025-12-17,P127,1,31.71,Returned,"531 Main St, City6",City3,UK,Credit Card,1.95,Toys,SR12,West,2025-12-19,6,No,Female
1380,C026,2025-12-09,P141,10,41.54,Pending,"951 Main St, City19",City17,France,PayPal,10.4,Sports,SR06,East,2025-12-02,1,Yes,Male
1381,C106,2025-12-04,P133,2,69.8,Cancelled,"952 Main St, City17",City17,UK,Cash,3.86,Electronics,SR20,North,2025-12-05,10,Yes,Other
1382,C164,2025-12-04,P145,2,12.28,Pending,"235 Main St, City4",City4,Australia,PayPal,17.92,Sports,SR06,East,2025-12-20,8,Yes,Other
1383,C117,2025-12-30,P117,7,70.44,Cancelled,"821 Main St, City3",City2,Australia,Credit Card,5.55,Electronics,SR13,West,2025-12-23,1,No,Female
1384,C046,2025-12-15,P104,8,98.01,Pending,"378 Main St, City18",City18,India,Gift Card,2.17,Toys,SR14,South,2025-12-08,8,No,Male
1385,C009,2025-12-03,P104,10,73.83,Returned,"731 Main St, City1",City7,India,Credit Card,18.66,Sports,SR13,East,2025-12-11,6,No,Other
1386,C001,2025-12-17,P145,8,49.89,Returned,"356 Main St, City8",City18,Australia,Credit Card,10.8,Electronics,SR13,West,2025-12-09,10,No,Female
1387,C175,2025-12-10,P125,1,64.69,Shipped,"231 Main St, City15",City10,Australia,Cash,1.61,Home,SR10,South,2025-12-13,9,Yes,Female
1388,C170,2025-12-07,P119,7,90.05,Cancelled,"674 Main St, City16",City3,Canada,Gift Card,14.71,Clothing,SR02,South,2025-12-03,10,Yes,Female
1389,C100,2025-12-03,P134,5,51.96,Returned,"731 Main St, City1",City13,UK,Credit Card,6.75,Sports,SR02,West,2025-12-09,4,No,Other
1390,C138,2025-12-05,P147,10,26.36,Shipped,"438 Main St, City12",City13,India,Gift Card,13.08,Home,SR20,North,2025-12-17,3,Yes,Male
1391,C162,2025-12-02,P119,2,47.78,Pending,"459 Main St, City11",City10,Australia,Credit Card,2.28,Toys,SR20,South,2025-12-06,4,No,Female
1392,C189,2025-12-22,P125,6,15.59,Pending,"192 Main St, City5",City7,Australia,Credit Card,11.86,Books,SR03,North,2025-12-19,3,No,Male
1393,C179,2025-12-12,P135,3,46.1,Shipped,"719 Main St, City5",City7,Australia,Gift Card,15.55,Electronics,SR16,North,2025-12-02,1,Yes,Male
1394,C181,2025-12-21,P137,5,43.95,Returned,"820 Main St, City8",City14,India,PayPal,12.8,Toys,SR15,West,2025-12-17,3,Yes,Other
1395,C047,2025-12-23,P131,10,95.22,Cancelled,"462 Main St, City18",City2,USA,PayPal,3.84,Toys,SR04,East,2026-01-05,9,Yes,Female
1396,C198,2025-12-21,P142,4,30.53,Pending,"280 Main St, City6",City15,Canada,Gift Card,9.95,Clothing,SR02,North,2025-12-25,5,Yes,Female
1397,C065,2025-12-11,P139,8,8.15,Shipped,"402 Main St, City20",City3,India,Credit Card,9.7,Electronics,SR03,South,2025-12-30,10,No,Female
1398,C051,2025-12-24,P143,6,26.08,Shipped,"118 Main St, City10",City13,USA,PayPal,14.75,Clothing,SR13,South,2025-12-06,8,No,Male
1399,C112,2025-12-05,P113,10,47.67,Returned,"801 Main St, City20",City10,Germany,PayPal,12.64,Books,SR07,East,2025-12-10,1,Yes,Female
1400,C035,2025-12-04,P129,8,44.14,Cancelled,"952 Main St, City17",City20,France,PayPal,15.79,Sports,SR20,South,2025-12-16,2,No,Other
1401,C126,2025-12-28,P113,10,49.44,Returned,"991 Main St, City2",City10,Canada,Gift Card,14.72,Clothing,SR08,East,2025-12-29,10,Yes,Other
1402,C039,2025-12-30,P136,1,44.1,Shipped,"458 Main St, City16",City9,Canada,Credit Card,8.51,Home,SR16,North,2025-12-30,8,Yes,Male
1403,C143,2025-12-25,P100,7,95.18,Pending,"251 Main St, City3",City20,India,Credit Card,0.32,Sports,SR10,South,2025-12-31,10,Yes,Female
1404,C119,2025-12-25,P108,7,21.74,Cancelled,"519 Main St, City16",City19,Canada,Credit Card,17.21,Electronics,SR13,East,2026-01-04,1,No,Female
1405,C193,2025-12-09,P144,10,56.06,Pending,"242 Main St, City8",City4,France,Cash,14.72,Electronics,SR17,East,2025-12-05,2,No,Female
1406,C120,2025-12-20,P102,6,39.17,Shipped,"712 Main St, City11",City12,Australia,PayPal,2.77,Books,SR08,North,2026-01-01,10,Yes,Other
1407,C195,2025-12-08,P120,6,90.19,Returned,"179 Main St, City12",City6,USA,Cash,6.9,Home,SR17,North,2026-01-01,9,No,Female
1408,C159,2025-12-12,P143,2,22.07,Returned,"276 Main St, City13",City4,Germany,PayPal,5.77,Electronics,SR04,South,2025-12-19,2,Yes,Female
1409,C039,2025-12-28,P113,9,95.39,Shipped,"713 Main St, City13",City3,Canada,PayPal,9.48,Home,SR15,North,2025-12-20,4,Yes,Male
1410,C060,2025-12-27,P133,6,43.51,Cancelled,"369 Main St, City20",City1,Australia,Cash,9.72,Sports,SR17,West,2025-12-31,5,Yes,Female
1411,C044,2025-12-26,P116,4,50.48,Cancelled,"477 Main St, City3",City13,India,Cash,5.69,Clothing,SR20,South,2026-01-05,5,Yes,Male
1412,C182,2025-12-23,P142,3,19.47,Shipped,"458 Main St, City16",City19,France,PayPal,8.82,Books,SR06,South,2025-12-04,6,No,Male
1413,C096,2025-12-15,P134,3,55.22,Shipped,"712 Main St, City18",City1,Germany,PayPal,18.96,Books,SR05,North,2026-01-05,9,No,Other
1414,C181,2025-12-10,P130,5,97.07,Pending,"574 Main St, City5",City3,Germany,Cash,13.78,Sports,SR16,North,2025-12-10,9,Yes,Female
1415,C007,2025-12-13,P139,4,46.8,Shipped,"118 Main St, City10",City8,France,PayPal,11.67,Clothing,SR09,South,2025-12-03,2,No,Other
1416,C172,2025-12-31,P105,9,41.85,Returned,"815 Main St, City20",City15,France,Credit Card,18.17,Books,SR13,South,2025-12-29,6,No,Female
1417,C004,2025-12-10,P122,6,33.57,Returned,"712 Main St, City11",City13,India,Gift Card,14.83,Home,SR15,East,2025-12-12,7,No,Male
1418,C151,2025-12-20,P105,3,23.94,Returned,"170 Main St, City9",City11,USA,Gift Card,1.77,Home,SR09,West,2025-12-13,9,No,Other
1419,C146,2025-12-25,P108,4,21.85,Returned,"605 Main St, City1",City5,Germany,Credit Card,16.46,Books,SR19,East,2026-01-02,9,No,Male
1420,C007,2025-12-26,P100,3,29.21,Returned,"351 Main St, City10",City3,Canada,Cash,8.34,Home,SR08,North,2025-12-09,5,No,Male
1421,C154,2025-12-24,P123,10,50.12,Returned,"353 Main St, City15",City18,Canada,Gift Card,19.49,Electronics,SR12,North,2025-12-18,3,Yes,Male
1422,C082,2025-12-15,P144,3,38.3,Shipped,"840 Main St, City2",City5,Germany,Cash,0.97,Books,SR17,North,2026-01-03,4,Yes,Male
1423,C154,2025-12-25,P110,9,34.96,Cancelled,"242 Main St, City8",City6,UK,Cash,1.92,Toys,SR12,South,2025-12-02,3,No,Female
1424,C200,2025-12-16,P126,6,92.4,Pending,"786 Main St, City6",City1,India,PayPal,16.63,Toys,SR20,North,2025-12-28,8,Yes,Male
1425,C034,2025-12-30,P101,8,37.42,Cancelled,"754 Main St, City5",City13,France,Cash,3.44,Books,SR01,North,2025-12-16,3,Yes,Other
1426,C059,2025-12-10,P108,4,16.49,Shipped,"875 Main St, City2",City8,Australia,Credit Card,1.55,Home,SR14,North,2025-12-14,2,Yes,Other
1427,C132,2025-12-19,P103,8,15.41,Cancelled,"150 Main St, City2",City10,UK,Credit Card,15.09,Electronics,SR20,South,2025-12-14,3,No,Male
1428,C024,2025-12-05,P147,5,95.07,Cancelled,"903 Main St, City18",City2,Australia,PayPal,10.1,Electronics,SR04,North,2026-01-04,4,Yes,Female
1429,C044,2025-12-29,P148,9,4.41,Shipped,"270 Main St, City3",City15,Australia,Gift Card,7.33,Toys,SR06,West,2025-12-08,3,No,Female
1430,C109,2025-12-07,P132,4,43.12,Cancelled,"351 Main St, City10",City2,USA,PayPal,9.92,Books,SR10,North,2025-12-07,6,No,Male
1431,C099,2025-12-10,P129,10,74.66,Returned,"510 Main St, City3",City5,Germany,Cash,19.7,Home,SR07,North,2026-01-01,6,Yes,Male
1432,C173,2025-12-16,P143,2,42.04,Shipped,"938 Main St, City19",City18,Germany,Gift Card,13.9,Electronics,SR06,North,2025-12-25,4,No,Male
1433,C153,2025-12-28,P125,2,26.35,Returned,"822 Main St, City15",City7,UK,Cash,15.13,Sports,SR13,East,2026-01-01,10,No,Female
1434,C131,2025-12-09,P109,8,14.36,Cancelled,"626 Main St, City1",City7,India,PayPal,0.59,Sports,SR02,North,2026-01-02,1,Yes,Female
1435,C155,2025-12-22,P120,3,33.05,Shipped,"602 Main St, City13",City12,Canada,Gift Card,15.85,Clothing,SR10,West,2026-01-02,9,No,Other
1436,C088,2025-12-26,P134,9,5.69,Shipped,"238 Main St, City14",City7,Germany,Gift Card,6.29,Home,SR15,West,2025-12-04,1,Yes,Other
1437,C169,2025-12-28,P149,5,88.92,Pending,"626 Main St, City1",City18,India,Cash,14.31,Home,SR04,West,2026-01-05,10,No,Female
1438,C144,2025-12-28,P110,9,9.34,Cancelled,"754 Main St, City8",City11,Germany,Cash,15.33,Books,SR11,North,2025-12-03,10,Yes,Male
1439,C094,2025-12-12,P147,10,6.57,Cancelled,"531 Main St, City6",City8,Germany,Cash,19.84,Home,SR12,North,2025-12-17,4,Yes,Other
1440,C080,2025-12-19,P105,2,87.41,Shipped,"239 Main St, City10",City10,USA,Cash,0.75,Sports,SR14,West,2025-12-19,1,No,Other
1441,C006,2025-12-11,P124,10,41.46,Shipped,"626 Main St, City1",City7,Canada,PayPal,6.72,Toys,SR11,South,2025-12-21,6,No,Male
1442,C128,2025-12-21,P104,9,24.54,Cancelled,"262 Main St, City20",City10,France,Gift Card,16.09,Toys,SR03,North,2025-12-23,5,Yes,Other
1443,C136,2025-12-16,P127,4,37.33,Shipped,"767 Main St, City20",City6,France,Cash,8.66,Toys,SR11,South,2025-12-28,7,No,Other
1444,C132,2025-12-15,P142,9,21.33,Shipped,"519 Main St, City16",City10,France,PayPal,11.54,Clothing,SR15,East,2026-01-05,10,No,Other
1445,C187,2025-12-21,P103,9,23.25,Returned,"546 Main St, City6",City1,India,Cash,16.88,Home,SR11,North,2025-12-15,7,No,Female
1446,C166,2025-12-06,P116,10,26.66,Pending,"778 Main St, City5",City15,India,Credit Card,4.91,Books,SR15,West,2025-12-29,7,Yes,Male
1447,C041,2025-12-09,P108,1,28.8,Cancelled,"530 Main St, City17",City19,India,Credit Card,19.28,Home,SR01,North,2025-12-07,6,No,Male
1448,C105,2025-12-29,P123,2,42.09,Pending,"885 Main St, City5",City10,France,Credit Card,10.44,Toys,SR17,East,2026-01-02,2,Yes,Other
1449,C032,2025-12-25,P120,6,83.89,Returned,"184 Main St, City16",City19,India,Gift Card,4.36,Electronics,SR06,South,2025-12-19,8,No,Female
1450,C151,2025-12-02,P131,9,39.96,Shipped,"815 Main St, City20",City8,Germany,Gift Card,13.65,Books,SR05,East,2026-01-01,6,No,Male
1451,C166,2025-12-31,P138,1,84.77,Shipped,"658 Main St, City4",City12,India,Cash,11.05,Books,SR12,North,2026-01-05,4,No,Female
1452,C003,2025-12-30,P125,5,32.88,Pending,"372 Main St, City15",City12,Australia,PayPal,18.32,Sports,SR11,West,2025-12-04,5,Yes,Female
1453,C121,2025-12-24,P126,6,72.86,Shipped,"918 Main St, City1",City10,UK,Credit Card,7.04,Toys,SR18,East,2025-12-31,1,Yes,Other
1454,C165,2025-12-06,P140,8,79.93,Pending,"419 Main St, City11",City5,India,Cash,6.27,Electronics,SR04,South,2025-12-17,9,Yes,Other
1455,C176,2025-12-14,P120,8,49.91,Pending,"353 Main St, City15",City9,Canada,Cash,15.99,Clothing,SR03,West,2025-12-25,3,No,Female
1456,C147,2025-12-08,P101,1,92.61,Pending,"276 Main St, City13",City19,India,Cash,14.03,Clothing,SR02,West,2025-12-29,10,No,Male
1457,C023,2025-12-31,P123,3,94.93,Shipped,"234 Main St, City17",City18,France,Gift Card,15.47,Home,SR16,North,2025-12-16,4,Yes,Female
1458,C074,2025-12-24,P131,7,16.49,Pending,"837 Main St, City1",City1,Australia,Cash,14.53,Clothing,SR14,South,2025-12-28,3,Yes,Female
1459,C068,2025-12-08,P139,8,91.09,Cancelled,"823 Main St, City17",City7,Canada,Gift Card,1.71,Home,SR05,East,2025-12-27,4,No,Other
1460,C109,2025-12-24,P138,5,11.0,Shipped,"819 Main St, City19",City11,India,Gift Card,18.16,Toys,SR20,North,2025-12-02,5,No,Female
1461,C102,2025-12-22,P123,3,96.92,Shipped,"580 Main St, City18",City3,UK,PayPal,10.07,Books,SR15,South,2025-12-07,6,No,Male
1462,C067,2025-12-04,P120,1,97.93,Returned,"991 Main St, City2",City19,UK,Gift Card,5.66,Books,SR20,East,2026-01-04,6,No,Male
1463,C081,2025-12-24,P131,3,57.33,Returned,"819 Main St, City19",City18,India,Credit Card,4.6,Electronics,SR16,East,2025-12-12,8,No,Male
1464,C127,2025-12-02,P128,6,98.92,Returned,"800 Main St, City1",City4,USA,PayPal,2.47,Electronics,SR07,East,2025-12-13,3,No,Other
1465,C170,2025-12-19,P113,10,99.8,Shipped,"170 Main St, City9",City15,France,PayPal,8.33,Electronics,SR08,West,2025-12-08,6,Yes,Female
1466,C175,2025-12-22,P107,7,39.85,Shipped,"192 Main St, City5",City12,USA,Credit Card,9.2,Sports,SR16,West,2025-12-19,10,Yes,Female
1467,C012,2025-12-21,P139,8,35.18,Pending,"270 Main St, City3",City13,Australia,Cash,6.46,Electronics,SR03,West,2025-12-07,7,No,Male
1468,C062,2025-12-31,P149,7,12.55,Pending,"918 Main St, City1",City17,Australia,Gift Card,5.7,Sports,SR05,North,2025-12-21,8,No,Other
1469,C080,2025-12-29,P143,10,16.59,Shipped,"311 Main St, City9",City12,India,Gift Card,8.91,Home,SR16,East,2025-12-29,2,No,Female
1470,C158,2025-12-06,P127,7,12.91,Cancelled,"485 Main St, City4",City3,India,PayPal,18.61,Toys,SR17,North,2025-12-20,8,No,Male
1471,C123,2025-12-10,P109,3,69.68,Cancelled,"569 Main St, City3",City9,Germany,Cash,11.37,Toys,SR03,North,2026-01-03,2,No,Female
1472,C025,2025-12-15,P142,10,82.02,Cancelled,"821 Main St, City3",City2,USA,Credit Card,2.28,Sports,SR15,South,2025-12-13,7,Yes,Male
1473,C107,2025-12-29,P145,5,34.13,Returned,"472 Main St, City10",City12,Germany,Cash,6.83,Clothing,SR07,South,2025-12-07,10,No,Other
1474,C028,2025-12-14,P134,1,4.55,Shipped,"234 Main St, City17",City10,Canada,Gift Card,9.2,Home,SR20,West,2025-12-21,10,No,Other
1475,C173,2025-12-31,P144,7,81.24,Shipped,"290 Main St, City1",City10,USA,PayPal,2.24,Electronics,SR07,North,2025-12-15,8,Yes,Other
1476,C062,2025-12-14,P140,9,22.32,Cancelled,"477 Main St, City3",City19,India,Gift Card,8.44,Electronics,SR06,South,2025-12-30,8,No,Male
1477,C116,2025-12-19,P115,4,32.29,Returned,"819 Main St, City19",City11,USA,Credit Card,12.61,Sports,SR14,West,2026-01-02,10,No,Male
1478,C125,2025-12-13,P131,9,60.73,Returned,"518 Main St, City9",City11,USA,Credit Card,8.44,Books,SR18,North,2025-12-19,7,No,Male
1479,C127,2025-12-20,P141,6,47.03,Returned,"951 Main St, City17",City2,UK,PayPal,9.38,Home,SR08,South,2025-12-23,10,No,Male
1480,C076,2025-12-24,P145,7,96.13,Cancelled,"808 Main St, City9",City2,France,PayPal,5.65,Sports,SR03,West,2025-12-10,3,Yes,Male
1481,C156,2025-12-16,P106,7,94.52,Returned,"975 Main St, City17",City20,India,Credit Card,19.99,Books,SR09,East,2025-12-12,3,Yes,Male
1482,C087,2025-12-14,P107,10,25.75,Pending,"674 Main St, City16",City10,UK,Cash,15.39,Toys,SR09,South,2026-01-03,10,Yes,Other
1483,C013,2025-12-30,P128,8,96.4,Shipped,"317 Main St, City5",City10,France,Credit Card,16.47,Electronics,SR17,North,2025-12-12,2,Yes,Female
1484,C041,2025-12-24,P118,8,77.14,Returned,"951 Main St, City19",City7,India,Cash,6.69,Clothing,SR04,South,2025-12-30,7,Yes,Male
1485,C122,2025-12-11,P118,9,20.43,Cancelled,"801 Main St, City20",City18,Australia,Gift Card,7.21,Sports,SR08,South,2026-01-04,7,Yes,Male
1486,C110,2025-12-14,P126,8,95.37,Cancelled,"544 Main St, City17",City13,India,Credit Card,14.35,Toys,SR03,North,2025-12-23,6,No,Male
1487,C112,2025-12-02,P125,1,67.37,Pending,"320 Main St, City17",City8,Canada,Cash,8.39,Sports,SR18,East,2025-12-22,6,Yes,Female
1488,C136,2025-12-20,P109,7,46.82,Pending,"458 Main St, City16",City13,Australia,Gift Card,13.95,Sports,SR13,South,2025-12-21,2,Yes,Other
1489,C086,2025-12-13,P146,3,53.96,Cancelled,"270 Main St, City3",City6,France,Cash,10.43,Sports,SR06,North,2025-12-03,9,No,Male
1490,C199,2025-12-10,P146,7,98.74,Shipped,"951 Main St, City19",City20,Australia,Cash,5.2,Toys,SR12,North,2025-12-05,2,No,Female
1491,C147,2025-12-24,P100,8,36.53,Pending,"778 Main St, City16",City7,France,PayPal,7.01,Books,SR19,South,2025-12-26,9,Yes,Male
1492,C084,2025-12-17,P137,4,82.98,Cancelled,"800 Main St, City4",City7,India,Gift Card,16.57,Electronics,SR03,North,2025-12-29,3,No,Male
1493,C115,2025-12-03,P123,9,42.65,Returned,"532 Main St, City8",City2,Germany,Gift Card,19.93,Sports,SR16,West,2025-12-12,3,Yes,Female
1494,C183,2025-12-15,P108,9,86.86,Shipped,"820 Main St, City8",City7,Germany,Gift Card,0.65,Clothing,SR18,East,2025-12-09,10,No,Male
1495,C031,2025-12-12,P136,5,7.86,Pending,"938 Main St, City19",City13,UK,Cash,6.07,Home,SR01,South,2025-12-11,10,No,Male
1496,C079,2025-12-29,P118,4,21.57,Returned,"419 Main St, City11",City13,France,Cash,1.35,Electronics,SR14,West,2025-12-21,10,No,Female
1497,C097,2025-12-16,P146,10,16.74,Pending,"992 Main St, City9",City14,Germany,Gift Card,13.34,Clothing,SR11,North,2025-12-28,7,Yes,Female
1498,C087,2025-12-18,P102,8,74.64,Shipped,"584 Main St, City2",City12,USA,Cash,11.22,Electronics,SR18,North,2025-12-14,10,Yes,Other
1499,C134,2025-12-07,P148,8,52.24,Shipped,"938 Main St, City19",City4,France,PayPal,19.25,Books,SR07,South,2025-12-30,2,No,Female
1500,C151,2025-12-02,P131,1,36.63,Pending,"190 Main St, City20",City3,Australia,Cash,7.64,Electronics,SR04,North,2026-01-05,3,No,Male
1501,C047,2025-12-09,P149,2,18.8,Returned,"909 Main St, City20",City10,USA,Cash,3.63,Sports,SR02,East,2025-12-26,2,No,Male
1502,C106,2025-12-29,P120,5,40.04,Shipped,"819 Main St, City19",City11,India,PayPal,9.86,Toys,SR13,North,2025-12-19,1,No,Female
1503,C142,2025-12-14,P104,8,6.77,Pending,"731 Main St, City1",City10,France,Credit Card,4.93,Toys,SR05,East,2025-12-28,8,Yes,Other
1504,C129,2025-12-07,P109,6,55.87,Pending,"364 Main St, City11",City6,Germany,Gift Card,0.84,Home,SR20,East,2025-12-12,1,Yes,Female
1505,C070,2025-12-20,P116,7,99.92,Pending,"823 Main St, City17",City9,UK,Credit Card,3.23,Toys,SR19,North,2025-12-21,2,No,Other
1506,C032,2025-12-27,P108,9,99.88,Returned,"644 Main St, City16",City10,France,Cash,17.68,Books,SR09,West,2025-12-19,4,No,Female
1507,C054,2025-12-15,P138,6,5.51,Pending,"857 Main St, City18",City18,France,Gift Card,0.09,Electronics,SR06,West,2026-01-02,7,Yes,Other
1508,C167,2025-12-03,P134,1,89.68,Returned,"816 Main St, City9",City13,UK,Gift Card,16.55,Books,SR13,South,2025-12-02,2,No,Female
1509,C050,2025-12-15,P100,4,75.33,Cancelled,"216 Main St, City1",City12,UK,PayPal,1.8,Toys,SR10,South,2025-12-16,8,No,Male
1510,C072,2025-12-16,P145,10,24.06,Pending,"123 Main St, City14",City3,USA,Cash,11.38,Home,SR06,South,2025-12-13,2,Yes,Other
1511,C017,2025-12-05,P116,10,86.12,Cancelled,"950 Main St, City7",City3,USA,Cash,13.61,Home,SR01,West,2025-12-05,6,No,Female
1512,C071,2025-12-04,P143,9,48.78,Cancelled,"221 Main St, City16",City14,USA,PayPal,0.94,Home,SR18,West,2025-12-22,1,No,Male
1513,C086,2025-12-03,P136,1,99.06,Pending,"658 Main St, City4",City10,USA,PayPal,3.94,Books,SR10,North,2025-12-08,1,No,Female
1514,C007,2025-12-19,P140,6,84.68,Pending,"317 Main St, City5",City3,India,Cash,16.65,Books,SR17,South,2025-12-06,10,No,Male
1515,C161,2025-12-15,P137,2,12.2,Shipped,"592 Main St, City4",City11,UK,Credit Card,15.65,Electronics,SR15,North,2025-12-21,10,No,Male
1516,C027,2025-12-22,P103,9,9.0,Returned,"456 Main St, City1",City8,France,Gift Card,4.66,Toys,SR20,North,2025-12-31,7,No,Female
1517,C159,2025-12-20,P106,6,66.48,Shipped,"800 Main St, City4",City2,UK,PayPal,2.16,Electronics,SR20,North,2025-12-14,10,Yes,Other
1518,C131,2025-12-09,P122,7,50.2,Returned,"708 Main St, City3",City4,India,Credit Card,1.21,Books,SR19,West,2026-01-03,6,No,Other
1519,C139,2025-12-25,P109,3,49.06,Cancelled,"605 Main St, City1",City12,USA,PayPal,1.15,Toys,SR18,North,2025-12-29,6,Yes,Male
1520,C164,2025-12-30,P112,2,36.78,Returned,"820 Main St, City8",City18,Germany,Cash,17.04,Toys,SR11,East,2025-12-28,6,Yes,Male
1521,C117,2025-12-29,P102,8,25.05,Shipped,"123 Main St, City14",City14,Canada,PayPal,9.33,Clothing,SR08,West,2025-12-23,7,Yes,Female
1522,C048,2025-12-27,P100,6,4.94,Cancelled,"544 Main St, City17",City18,USA,PayPal,5.81,Clothing,SR19,East,2025-12-04,1,Yes,Male
1523,C073,2025-12-06,P114,5,73.0,Cancelled,"724 Main St, City13",City4,India,PayPal,0.43,Books,SR04,North,2025-12-10,7,Yes,Female
1524,C054,2025-12-10,P129,4,39.48,Cancelled,"696 Main St, City5",City10,France,Gift Card,17.57,Electronics,SR04,South,2025-12-10,4,Yes,Other
1525,C097,2025-12-23,P123,6,61.55,Pending,"150 Main St, City2",City5,France,PayPal,17.09,Books,SR05,East,2025-12-17,1,No,Male
1526,C131,2025-12-31,P137,8,24.08,Shipped,"808 Main St, City9",City3,France,Credit Card,3.35,Home,SR17,East,2026-01-02,9,No,Male
1527,C083,2025-12-23,P123,9,70.66,Returned,"481 Main St, City16",City10,France,Gift Card,12.76,Toys,SR02,South,2025-12-16,4,No,Male
1528,C102,2025-12-07,P119,7,89.31,Pending,"801 Main St, City20",City11,France,Credit Card,2.69,Electronics,SR10,West,2026-01-04,6,Yes,Other
1529,C011,2025-12-15,P132,10,36.28,Returned,"330 Main St, City5",City18,Germany,Cash,16.09,Books,SR09,West,2025-12-03,3,No,Male
1530,C068,2025-12-21,P104,6,90.53,Cancelled,"989 Main St, City8",City12,France,Credit Card,15.72,Clothing,SR04,North,2025-12-06,6,Yes,Other
1531,C052,2025-12-11,P112,6,27.99,Cancelled,"512 Main St, City15",City10,France,PayPal,19.97,Sports,SR18,East,2025-12-02,5,No,Female
1532,C104,2025-12-31,P125,10,76.74,Shipped,"808 Main St, City9",City3,France,PayPal,17.31,Clothing,SR08,South,2026-01-01,4,No,Other
1533,C119,2025-12-11,P105,6,85.19,Returned,"477 Main St, City3",City10,Germany,PayPal,8.77,Toys,SR01,East,2025-12-10,10,Yes,Female
1534,C189,2025-12-01,P131,6,36.61,Returned,"875 Main St, City2",City7,Australia,Gift Card,15.26,Sports,SR18,East,2025-12-22,10,Yes,Other
1535,C009,2025-12-30,P108,3,97.81,Cancelled,"542 Main St, City17",City3,Australia,Gift Card,19.6,Clothing,SR13,North,2026-01-05,7,Yes,Female
1536,C028,2025-12-11,P136,8,65.33,Cancelled,"749 Main St, City19",City10,USA,PayPal,0.64,Sports,SR20,West,2025-12-03,3,Yes,Male
1537,C099,2025-12-10,P113,4,31.94,Shipped,"800 Main St, City4",City8,UK,Credit Card,3.44,Home,SR13,South,2025-12-09,3,No,Female
1538,C191,2025-12-03,P124,4,16.46,Pending,"718 Main St, City3",City18,Australia,Gift Card,3.18,Toys,SR10,South,2026-01-03,8,No,Male
1539,C002,2025-12-05,P128,2,83.15,Pending,"170 Main St, City9",City14,France,Gift Card,9.2,Toys,SR02,North,2025-12-20,8,No,Other
1540,C183,2025-12-26,P119,7,62.84,Pending,"190 Main St, City20",City5,India,Gift Card,9.16,Sports,SR06,North,2025-12-27,1,Yes,Male
